Cate,Name,Stat,Nd,Vd,Formula,A0,A1,A2,A3,A4,A5,0.54607,n_e,V_e,0.47999,n_F',0.64385,n_C',0.48613,n_F,0.65627,n_C,,,,,,,,,,,,,,
HIKARI,E-SK11,Obso,1.563839,60.679041,Schott,2.41E+00,-1.01E-02,1.27E-02,2.57E-04,-6.24E-06,3.36E-07,,1.566056,60.431,,1.5708220,,1.5614550,,1.570294998,,1.561002706,,,,,,,,,,,,,,
NIKON-HIKARI,E-SK11,Obso,1.563839,60.679041,Schott,2.41E+00,-1.01E-02,1.27E-02,2.57E-04,-6.24E-06,3.36E-07,,1.566056,60.431,,1.5708220,,1.5614550,,1.570294998,,1.561002706,,,,,,,,,,,,,,
CORNING,B64-61,Stan,1.564005,60.964853,Schott,2.41E+00,-9.65E-03,1.38E-02,-9.76E-05,4.11E-05,-1.98E-06,,1.566211,60.733,,1.5709486,,1.5616257,,1.570424849,,1.5611734,,,,,,,,,,,,,,
HOYA,BACD11,Spec,1.56384,60.830094,Schott,2.41E+00,-9.19E-03,1.29E-02,2.35E-04,-1.11E-05,1.01E-06,,1.566052,60.577,,1.5708067,,1.5614624,,1.570280991,,1.561011759,,,,,,,,,,,,,,
HOYA,E-FL6,Stan,1.56732,42.841784,Schott,2.41E+00,-1.11E-02,1.57E-02,9.92E-04,-7.99E-05,7.10E-06,,1.570461,42.555,,1.5774140,,1.5640088,,1.576631765,,1.563389346,,,,,,,,,,,,,,
SUMITA,LF6,Stan,1.567324,42.812291,Schott,2.40E+00,-8.80E-03,1.74E-02,5.44E-04,-1.25E-05,2.43E-06,,1.570470,42.534,,1.5774198,,1.5640078,,1.576639484,,1.563387851,,,,,,,,,,,,,,
CDGM,H-QF56,Stan,1.56732,42.807794,Schott,2.40E+00,-8.58E-03,1.77E-02,4.38E-04,-1.42E-06,2.74E-06,,1.570464,42.516,,1.5774269,,1.5640093,,1.576643276,,1.563390328,,,,,,,,,,,,,,
CDGM,H-BAK6,Stan,1.563885,60.791427,Schott,2.40E+00,-6.89E-03,1.71E-02,-1.19E-03,2.11E-04,-1.19E-05,,1.566095,60.543,,1.5708531,,1.5615028,,1.570325765,,1.561049895,,,,,,,,,,,,,,
HOYA,FL6,Obso,1.567324,42.843119,Schott,2.40E+00,-8.48E-03,1.80E-02,3.55E-04,1.31E-05,1.20E-06,,1.570468,42.567,,1.5774105,,1.5640089,,1.576630782,,1.563388674,,,,,,,,,,,,,,
NHG,H-QF56,Obso,1.567325,42.83526,Schott,2.40E+00,-8.05E-03,1.84E-02,2.26E-04,2.54E-05,1.33E-06,,1.570468,42.553,,1.5774178,,1.5640116,,1.576636179,,1.563391612,,,,,,,,,,,,,,
HIKARI,E-LF6,Obso,1.56732,42.699788,Schott,2.40E+00,-5.31E-03,1.71E-02,9.93E-04,-1.11E-04,9.21E-06,,1.570479,42.408,,1.5774560,,1.5640038,,1.576673224,,1.563386759,,,,,,,,,,,,,,
NIKON-HIKARI,E-LF6,Obso,1.56732,42.699788,Schott,2.40E+00,-5.31E-03,1.71E-02,9.93E-04,-1.11E-04,9.21E-06,,1.570479,42.408,,1.5774560,,1.5640038,,1.576673224,,1.563386759,,,,,,,,,,,,,,
HIKARI,LF6,Obso,1.56732,42.699778,Schott,2.40E+00,-5.31E-03,1.71E-02,9.93E-04,-1.11E-04,9.21E-06,,1.570479,42.408,,1.5774559,,1.5640038,,1.576673197,,1.56338673,,,,,,,,,,,,,,
NIKON-HIKARI,LF6,Obso,1.56732,42.699778,Schott,2.40E+00,-5.31E-03,1.71E-02,9.93E-04,-1.11E-04,9.21E-06,,1.570479,42.408,,1.5774559,,1.5640038,,1.576673197,,1.56338673,,,,,,,,,,,,,,
OHARA,BAL50,Obso,1.559625,61.172671,Schott,2.40E+00,-1.02E-02,1.21E-02,3.78E-04,-2.73E-05,1.57E-06,,1.561808,60.929,,1.5664970,,1.5572763,,1.565978993,,1.556830566,,,,,,,,,,,,,,
OHARA,S-BAL50,Spec,1.559625,61.172671,Schott,2.40E+00,-1.02E-02,1.21E-02,3.78E-04,-2.73E-05,1.57E-06,,1.561808,60.929,,1.5664970,,1.5572763,,1.565978993,,1.556830566,,,,,,,,,,,,,,
SUMITA,K-PSK11(M),Stan,1.559854,61.040888,Schott,2.40E+00,-9.08E-03,1.25E-02,2.75E-04,-9.34E-06,7.81E-07,,1.562040,60.750,,1.5667618,,1.5575100,,1.56623848,,1.557066559,,,,,,,,,,,,,,
SUMITA,SK20,Stan,1.55963,61.242581,Schott,2.40E+00,-9.71E-03,1.23E-02,3.12E-04,-1.75E-05,1.07E-06,,1.561811,60.986,,1.5664989,,1.5572868,,1.56598054,,1.556842474,,,,,,,,,,,,,,
CDGM,H-BAK5,Stan,1.560689,58.344848,Schott,2.40E+00,-8.14E-03,1.42E-02,-1.32E-05,3.09E-05,-1.33E-06,,1.562981,58.076,,1.5679275,,1.5582336,,1.56737919,,1.557769125,,,,,,,,,,,,,,
CORNING,B58-72,Stan,1.558086,71.998499,Schott,2.40E+00,-6.53E-03,1.11E-02,1.37E-04,-7.67E-07,1.50E-07,,1.559936,71.636,,1.5639183,,1.5561019,,1.563478141,,1.555726667,,,,,,,,,,,,,,
NHG,H-BAK6,Obso,1.563884,60.74182,Schott,2.39E+00,1.07E-03,2.21E-02,-2.35E-03,3.38E-04,-1.72E-05,,1.566099,60.496,,1.5708558,,1.5614981,,1.570329424,,1.561045992,,,,,,,,,,,,,,
HOYA,FEL3,Obso,1.560125,47.090971,Schott,2.39E+00,-1.07E-02,1.31E-02,1.20E-03,-1.09E-04,6.57E-06,,1.562953,46.787,,1.5691729,,1.5571406,,1.568476758,,1.556582039,,,,,,,,,,,,,,
SUMITA,K-BPG2,Stan,1.559194,53.902706,Schott,2.39E+00,-9.02E-03,1.40E-02,3.31E-04,-9.99E-06,1.11E-06,,1.561665,53.624,,1.5670318,,1.5565577,,1.566434969,,1.556060678,,,,,,,,,,,,,,
SUMITA,BPG2,Stan,1.559196,53.922564,Schott,2.39E+00,-8.74E-03,1.45E-02,1.69E-04,1.30E-05,-7.18E-08,,1.561666,53.646,,1.5670299,,1.5565601,,1.566433259,,1.556062744,,,,,,,,,,,,,,
SUMITA,LLF4,Stan,1.561381,45.2832,Schott,2.39E+00,-8.73E-03,1.64E-02,4.58E-04,-9.00E-06,2.02E-06,,1.564326,44.999,,1.5708094,,1.5582685,,1.57008278,,1.55768547,,,,,,,,,,,,,,
HOYA,BAC5,Obso,1.556708,58.562365,Schott,2.39E+00,-9.92E-03,1.09E-02,9.97E-04,-1.20E-04,6.84E-06,,1.558977,58.292,,1.5638700,,1.5542807,,1.563328939,,1.553822554,,,,,,,,,,,,,,
HOYA,FEL4,Obso,1.561379,45.226718,Schott,2.39E+00,-8.21E-03,1.70E-02,2.84E-04,1.82E-05,3.89E-07,,1.564328,44.942,,1.5708200,,1.5582632,,1.570092273,,1.557679521,,,,,,,,,,,,,,
OHARA,BAL15,Obso,1.556711,58.689461,Schott,2.39E+00,-9.76E-03,1.25E-02,3.81E-04,-2.37E-05,1.51E-06,,1.558973,58.425,,1.5638531,,1.5542857,,1.56331256,,1.553826709,,,,,,,,,,,,,,
HOYA,MP-FCD500-20,Pref,1.553517,71.718206,Schott,2.39E+00,-7.91E-03,9.49E-03,5.80E-04,-6.00E-05,3.04E-06,,1.555360,71.355,,1.5593261,,1.5515430,,1.558888007,,1.551169946,,,,,,,,,,,,,,
HOYA,MC-FCD500-20,Pref,1.553517,71.718206,Schott,2.39E+00,-7.91E-03,9.49E-03,5.80E-04,-6.00E-05,3.04E-06,,1.555360,71.355,,1.5593261,,1.5515430,,1.558888007,,1.551169946,,,,,,,,,,,,,,
BIREFRINGENT,QUARTZ-E,Stan,1.553398,68.797763,Schott,2.38E+00,-1.21E-02,1.10E-02,1.29E-04,1.69E-07,4.92E-08,,1.555319,68.648,,1.5593919,,1.5513025,,1.558944647,,1.550900697,,,,,,,,,,,,,,
HOYA,M-FCD500,Pref,1.553319,71.684556,Schott,2.38E+00,-7.81E-03,9.71E-03,5.00E-04,-4.73E-05,2.32E-06,,1.555162,71.320,,1.5591291,,1.5513449,,1.558690693,,1.550971771,,,,,,,,,,,,,,
CORNING,B58-53,Stan,1.557511,52.533062,Schott,2.38E+00,-7.50E-03,1.47E-02,1.87E-04,1.24E-05,1.36E-06,,1.560032,52.180,,1.5655737,,1.5548410,,1.564952443,,1.554339692,,,,,,,,,,,,,,
SUMITA,BAF1,Stan,1.556899,48.506667,Schott,2.38E+00,-8.86E-03,1.41E-02,7.78E-04,-6.10E-05,4.17E-06,,1.559630,48.206,,1.5656200,,1.5540108,,1.56495065,,1.553469589,,,,,,,,,,,,,,
CDGM,H-BAK4,Stan,1.552479,63.372062,Schott,2.38E+00,-1.12E-02,1.08E-02,5.37E-04,-4.86E-05,2.43E-06,,1.554560,63.137,,1.5590186,,1.5502351,,1.558526717,,1.549808568,,,,,,,,,,,,,,
SUMITA,K-PSK500,Stan,1.552152,71.99594,Schott,2.38E+00,-6.79E-03,1.08E-02,1.73E-04,-3.90E-06,2.29E-07,,1.553982,71.632,,1.5579224,,1.5501887,,1.557486697,,1.549817377,,,,,,,,,,,,,,
NHG,QF2,Obso,1.560908,46.787287,Schott,2.38E+00,-8.65E-04,2.22E-02,-1.19E-03,1.89E-04,-7.27E-06,,1.563759,46.503,,1.5700116,,1.5578885,,1.569311337,,1.557322671,,,,,,,,,,,,,,
NHG,H-BAK4,Obso,1.552478,63.334028,Schott,2.38E+00,-1.03E-02,1.17E-02,2.93E-04,-2.06E-05,1.36E-06,,1.554560,63.108,,1.5590176,,1.5502301,,1.558525879,,1.549802508,,,,,,,,,,,,,,
CORNING,B52-67,Stan,1.552198,67.059229,Schott,2.38E+00,-6.67E-03,1.12E-02,2.81E-04,-1.93E-05,1.86E-06,,1.554160,66.663,,1.5584171,,1.5501042,,1.557944034,,1.549709424,,,,,,,,,,,,,,
HOYA,PCD3,Obso,1.55232,63.424095,Schott,2.38E+00,-9.71E-03,1.25E-02,-3.66E-06,2.80E-05,-1.49E-06,,1.554397,63.185,,1.5588523,,1.5500782,,1.558360163,,1.549651672,,,,,,,,,,,,,,
HOYA,FCD705,Pref,1.550323,75.496338,Schott,2.37E+00,-6.20E-03,1.06E-02,6.31E-05,8.20E-06,-3.44E-07,,1.552063,75.118,,1.5558041,,1.5484548,,1.555390661,,1.548101151,,,,,,,,,,,,,,
SUMITA,K-PSK500(M),Stan,1.550005,71.900001,Schott,2.37E+00,-6.78E-03,1.07E-02,1.85E-04,-5.77E-06,3.29E-07,,1.551830,71.536,,1.5557609,,1.5480468,,1.555326269,,1.547676578,,,,,,,,,,,,,,
LZOS,LZ_BK8,Stan,1.546771,62.415319,Schott,2.36E+00,-1.09E-02,9.28E-03,1.19E-03,-1.63E-04,9.29E-06,,1.548867,62.200,,1.5533394,,1.5445152,,1.552847726,,1.544087385,,,,,,,,,,,,,,
HIKARI,LLF1,Obso,1.548139,45.867807,Schott,2.36E+00,-1.63E-02,8.89E-03,2.31E-03,-2.57E-04,1.46E-05,,1.550979,45.579,,1.5572291,,1.5451407,,1.556529164,,1.544578562,,,,,,,,,,,,,,
NIKON-HIKARI,LLF1,Obso,1.548139,45.867807,Schott,2.36E+00,-1.63E-02,8.89E-03,2.31E-03,-2.57E-04,1.46E-05,,1.550979,45.579,,1.5572291,,1.5451407,,1.556529164,,1.544578562,,,,,,,,,,,,,,
HOYA,SBF1,Obso,1.551151,49.517289,Schott,2.36E+00,-8.79E-03,1.63E-02,-1.32E-04,6.53E-05,-2.54E-06,,1.553798,49.255,,1.5595732,,1.5483299,,1.558928606,,1.547797963,,,,,,,,,,,,,,
CDGM,H-BAK3,Stan,1.54678,62.741102,Schott,2.36E+00,-9.51E-03,1.28E-02,-8.29E-05,3.56E-05,-1.74E-06,,1.548860,62.520,,1.5533128,,1.5445338,,1.552821108,,1.544106112,,,,,,,,,,,,,,
BIREFRINGENT,QUARTZ,Stan,1.544296,70.132045,Schott,2.36E+00,-1.14E-02,1.09E-02,3.32E-05,1.09E-05,-3.10E-07,,1.546149,69.977,,1.5500778,,1.5422731,,1.549646132,,1.541885012,,,,,,,,,,,,,,
OHARA,BAL5,Obso,1.547393,53.550738,Schott,2.36E+00,-8.70E-03,1.38E-02,2.76E-04,9.60E-08,6.08E-07,,1.549826,53.261,,1.5551229,,1.5447997,,1.554533105,,1.544311001,,,,,,,,,,,,,,
CORNING,B48-53,Obso,1.547753,53.492251,Schott,2.35E+00,-8.54E-03,1.49E-02,-7.18E-05,4.91E-05,-1.89E-06,,1.550190,53.218,,1.5554885,,1.5451500,,1.554898417,,1.544658401,,,,,,,,,,,,,,
SUMITA,BALF5,Stan,1.547388,53.617078,Schott,2.35E+00,-7.85E-03,1.40E-02,2.50E-04,2.41E-06,3.87E-07,,1.549819,53.321,,1.5551117,,1.5448002,,1.554522518,,1.544313151,,,,,,,,,,,,,,
HOYA,E-FEL1,Stan,1.54814,45.820728,Schott,2.35E+00,-1.03E-02,1.41E-02,8.72E-04,-7.00E-05,5.79E-06,,1.550980,45.520,,1.5572445,,1.5451404,,1.556541333,,1.544578435,,,,,,,,,,,,,,
OHARA,PBL7,Obso,1.548689,45.555746,Schott,2.35E+00,-8.91E-03,1.50E-02,7.00E-04,-4.75E-05,3.90E-06,,1.551552,45.274,,1.5578460,,1.5456634,,1.557141378,,1.545096848,,,,,,,,,,,,,,
HOYA,FEL7,Obso,1.54883,45.439785,Schott,2.35E+00,-8.62E-03,1.53E-02,6.48E-04,-4.09E-05,3.58E-06,,1.551701,45.159,,1.5580128,,1.5457960,,1.557306215,,1.545227845,,,,,,,,,,,,,,
CDGM,H-QF1,Stan,1.548141,45.832966,Schott,2.35E+00,-9.53E-03,1.49E-02,6.14E-04,-3.07E-05,3.26E-06,,1.550981,45.538,,1.5572394,,1.5451400,,1.556537352,,1.544577625,,,,,,,,,,,,,,
HOYA,FEL1,Obso,1.548136,45.822169,Schott,2.35E+00,-8.82E-03,1.48E-02,7.69E-04,-5.96E-05,4.53E-06,,1.550981,45.540,,1.5572300,,1.5451310,,1.556530725,,1.544568279,,,,,,,,,,,,,,
SUMITA,LLF7,Stan,1.548692,45.432694,Schott,2.35E+00,-8.23E-03,1.62E-02,3.39E-04,7.33E-06,8.69E-07,,1.551561,45.152,,1.5578734,,1.5456576,,1.557166276,,1.545089064,,,,,,,,,,,,,,
HIKARI,E-LLF1,Obso,1.548141,45.786481,Schott,2.35E+00,-9.05E-03,1.56E-02,4.50E-04,-1.02E-05,2.34E-06,,1.550984,45.495,,1.5572461,,1.5451353,,1.556543656,,1.544571786,,,,,,,,,,,,,,
NIKON-HIKARI,E-LLF1,Obso,1.548141,45.786481,Schott,2.35E+00,-9.05E-03,1.56E-02,4.50E-04,-1.02E-05,2.34E-06,,1.550984,45.495,,1.5572461,,1.5451353,,1.556543656,,1.544571786,,,,,,,,,,,,,,
CDGM,QF1,Obso,1.5481,45.886233,Schott,2.35E+00,-8.69E-03,1.61E-02,1.87E-04,4.21E-05,-1.32E-06,,1.550935,45.583,,1.5571917,,1.5451054,,1.556489256,,1.544544313,,,,,,,,,,,,,,
SUMITA,LLF1,Stan,1.54814,45.890222,Schott,2.35E+00,-7.90E-03,1.65E-02,1.81E-04,2.79E-05,-9.93E-08,,1.550978,45.606,,1.5572194,,1.5451382,,1.556520067,,1.544575278,,,,,,,,,,,,,,
CORNING,B48-46,Obso,1.548098,45.718533,Schott,2.35E+00,-8.31E-03,1.65E-02,1.81E-04,2.94E-05,-3.40E-07,,1.550947,45.443,,1.5572060,,1.5450821,,1.556504996,,1.544516276,,,,,,,,,,,,,,
OHARA,PBL1,Obso,1.548141,45.781144,Schott,2.35E+00,-7.59E-03,1.67E-02,1.71E-04,2.52E-05,1.85E-07,,1.550986,45.502,,1.5572393,,1.5451303,,1.556539036,,1.54456577,,,,,,,,,,,,,,
CORNING,B42-73,Stan,1.542198,73.473057,Schott,2.35E+00,-5.70E-03,1.08E-02,3.50E-05,1.10E-05,-3.94E-07,,1.543959,73.096,,1.5477507,,1.5403090,,1.547331498,,1.53995184,,,,,,,,,,,,,,
SUMITA,K-PG375,Stan,1.542493,62.896688,Schott,2.35E+00,-7.73E-03,1.18E-02,2.52E-04,-1.24E-05,8.75E-07,,1.544551,62.595,,1.5489880,,1.5402885,,1.548496846,,1.539871566,,,,,,,,,,,,,,
OHARA,BAL12,Obso,1.539955,59.454008,Schott,2.34E+00,-9.65E-03,1.07E-02,7.19E-04,-6.91E-05,3.54E-06,,1.542122,59.165,,1.5468017,,1.5376389,,1.546283448,,1.537201411,,,,,,,,,,,,,,
LZOS,LZ_BK6,Stan,1.539978,59.6074,Schott,2.34E+00,-8.86E-03,1.13E-02,5.87E-04,-5.87E-05,3.33E-06,,1.542140,59.330,,1.5468018,,1.5376641,,1.546285975,,1.537226924,,,,,,,,,,,,,,
NHG,H-BAK2,Stan,1.53996,59.683117,Schott,2.34E+00,-8.98E-03,1.16E-02,4.93E-04,-4.58E-05,2.77E-06,,1.542118,59.412,,1.5467714,,1.5376466,,1.546256375,,1.537209129,,,,,,,,,,,,,,
HOYA,BAC2,Obso,1.539961,59.721586,Schott,2.34E+00,-8.50E-03,1.25E-02,1.42E-04,9.34E-06,-3.20E-07,,1.542117,59.446,,1.5467692,,1.5376497,,1.546253652,,1.53721221,,,,,,,,,,,,,,
HIKARI,E-BAK2,Obso,1.539956,59.455634,Schott,2.34E+00,-8.63E-03,1.25E-02,1.76E-04,4.02E-06,-3.59E-08,,1.542121,59.185,,1.5467934,,1.5376336,,1.546275855,,1.537194055,,,,,,,,,,,,,,
NIKON-HIKARI,E-BAK2,Obso,1.539956,59.455634,Schott,2.34E+00,-8.63E-03,1.25E-02,1.76E-04,4.02E-06,-3.59E-08,,1.542121,59.185,,1.5467934,,1.5376336,,1.546275855,,1.537194055,,,,,,,,,,,,,,
SUMITA,BAK2,Stan,1.539962,59.680325,Schott,2.34E+00,-8.31E-03,1.28E-02,8.11E-05,1.59E-05,-6.02E-07,,1.542120,59.411,,1.5467728,,1.5376479,,1.546257337,,1.537209621,,,,,,,,,,,,,,
SUMITA,K-PG375(M),Stan,1.539209,62.697409,Schott,2.34E+00,-7.70E-03,1.18E-02,2.08E-04,-3.52E-06,3.12E-07,,1.541260,62.392,,1.5456865,,1.5370114,,1.545196267,,1.536595961,,,,,,,,,,,,,,
CORNING,B39-59,Obso,1.539505,59.712433,Schott,2.34E+00,-9.66E-03,1.26E-02,8.24E-05,1.55E-05,-5.19E-07,,1.541659,59.475,,1.5462922,,1.5371848,,1.545779443,,1.536744263,,,,,,,,,,,,,,
CDGM,H-BAK2,Stan,1.539964,59.730319,Schott,2.34E+00,-7.88E-03,1.35E-02,-1.42E-04,4.62E-05,-2.08E-06,,1.542119,59.467,,1.5467652,,1.5376489,,1.546250378,,1.537210215,,,,,,,,,,,,,,
HOYA,E-FEL2,Stan,1.54072,47.200747,Schott,2.33E+00,-9.70E-03,1.40E-02,6.48E-04,-4.08E-05,3.91E-06,,1.543441,46.898,,1.5494298,,1.5378421,,1.54875814,,1.537302208,,,,,,,,,,,,,,
SUMITA,LLF2,Stan,1.540722,47.232805,Schott,2.33E+00,-8.89E-03,1.49E-02,4.27E-04,-1.01E-05,1.67E-06,,1.543443,46.951,,1.5494128,,1.5378381,,1.548744978,,1.537296788,,,,,,,,,,,,,,
OHARA,PBL2,Obso,1.54072,47.23368,Schott,2.33E+00,-8.55E-03,1.48E-02,4.80E-04,-1.92E-05,2.17E-06,,1.543442,46.948,,1.5494133,,1.5378380,,1.548745365,,1.537297425,,,,,,,,,,,,,,
CDGM,QF8,Obso,1.540718,47.198243,Schott,2.33E+00,-7.87E-03,1.58E-02,1.98E-04,1.80E-05,3.65E-07,,1.543442,46.919,,1.5494140,,1.5378314,,1.548745962,,1.537289457,,,,,,,,,,,,,,
NHG,QF8,Obso,1.540718,47.198243,Schott,2.33E+00,-7.87E-03,1.58E-02,1.98E-04,1.80E-05,3.65E-07,,1.543442,46.919,,1.5494140,,1.5378314,,1.548745962,,1.537289457,,,,,,,,,,,,,,
HOYA,FEL2,Obso,1.540718,47.198247,Schott,2.33E+00,-7.87E-03,1.58E-02,1.98E-04,1.80E-05,3.65E-07,,1.543442,46.919,,1.5494140,,1.5378314,,1.548745924,,1.537289421,,,,,,,,,,,,,,
ZEON,K26R_60,Obso,1.531178,56.330615,Schott,2.33E+00,-1.03E-02,-6.11E-03,7.07E-03,-1.08E-03,6.39E-05,,1.533441,55.842,,1.5383955,,1.5288429,,1.537847463,,1.528417667,,,,,,,,,,,,,,
CDGM,H-QF8,Stan,1.540723,47.229943,Schott,2.33E+00,-7.67E-03,1.71E-02,-3.06E-04,9.60E-05,-3.46E-06,,1.543441,46.939,,1.5494182,,1.5378406,,1.548747603,,1.537298683,,,,,,,,,,,,,,
HIKARI,LLF6,Obso,1.531721,49.142236,Schott,2.33E+00,-2.50E-02,2.98E-03,3.16E-03,-3.50E-04,1.78E-05,,1.534290,48.873,,1.5399194,,1.5289871,,1.539290323,,1.528470116,,,,,,,,,,,,,,
NIKON-HIKARI,LLF6,Obso,1.531721,49.142236,Schott,2.33E+00,-2.50E-02,2.98E-03,3.16E-03,-3.50E-04,1.78E-05,,1.534290,48.873,,1.5399194,,1.5289871,,1.539290323,,1.528470116,,,,,,,,,,,,,,
ZEON,K26R_-15,Obso,1.538823,56.069389,Schott,2.32E+00,3.17E-04,1.61E-02,-4.69E-04,9.32E-05,-3.95E-06,,1.541110,55.638,,1.5461436,,1.5364181,,1.545580407,,1.535970312,,,,,,,,,,,,,,
HIKARI,BAK2,Obso,1.53996,59.681919,Schott,2.32E+00,2.60E-03,2.25E-02,-2.67E-03,3.93E-04,-2.04E-05,,1.542117,59.407,,1.5467688,,1.5376433,,1.546252481,,1.537205045,,,,,,,,,,,,,,
NIKON-HIKARI,BAK2,Obso,1.53996,59.681919,Schott,2.32E+00,2.60E-03,2.25E-02,-2.67E-03,3.93E-04,-2.04E-05,,1.542117,59.407,,1.5467688,,1.5376433,,1.546252481,,1.537205045,,,,,,,,,,,,,,
HOYA,ZNC1,Obso,1.533149,58.063515,Schott,2.32E+00,-9.99E-03,1.06E-02,7.89E-04,-8.05E-05,4.19E-06,,1.535339,57.795,,1.5400672,,1.5308045,,1.539543948,,1.530361649,,,,,,,,,,,,,,
ZEON,ZEONEX_T62R_2017,Stan,1.536497,55.980688,Schott,2.32E+00,-5.48E-04,1.48E-02,-1.45E-04,6.30E-05,-3.75E-06,,1.538779,55.545,,1.5438018,,1.5341019,,1.543240639,,1.533656879,,,,,,,,,,,,,,
ZEON,ZEONEX_T62R_2016,Obso,1.536497,55.980688,Schott,2.32E+00,-5.48E-04,1.48E-02,-1.45E-04,6.30E-05,-3.75E-06,,1.538779,55.545,,1.5438018,,1.5341019,,1.543240639,,1.533656879,,,,,,,,,,,,,,
ZEON,K26R_0,Obso,1.537421,55.896027,Schott,2.32E+00,9.53E-04,1.77E-02,-1.17E-03,2.31E-04,-1.40E-05,,1.539707,55.457,,1.5447504,,1.5350183,,1.544185981,,1.534571178,,,,,,,,,,,,,,
ZEON,K26R_25,Obso,1.535011,55.634094,Schott,2.32E+00,-1.89E-03,1.23E-02,6.23E-04,-3.75E-05,1.00E-06,,1.537302,55.172,,1.5423576,,1.5326189,,1.54179286,,1.532176094,,,,,,,,,,,,,,
ZEON,K26R_40,Obso,1.533601,55.863952,Schott,2.32E+00,-3.98E-03,9.12E-03,1.77E-03,-2.40E-04,1.43E-05,,1.535880,55.424,,1.5408868,,1.5312179,,1.540328632,,1.530776675,,,,,,,,,,,,,,
ZEON,ZEONEX_K22R&K26R_2017,Stan,1.535037,55.7107,Schott,2.32E+00,-1.33E-03,1.32E-02,3.72E-04,-1.06E-05,1.26E-07,,1.537325,55.264,,1.5423649,,1.5326420,,1.541802041,,1.532198039,,,,,,,,,,,,,,
ZEON,ZEONEX_K22R&K26R_2016,Obso,1.535037,55.7107,Schott,2.32E+00,-1.33E-03,1.32E-02,3.72E-04,-1.06E-05,1.26E-07,,1.537325,55.264,,1.5423649,,1.5326420,,1.541802041,,1.532198039,,,,,,,,,,,,,,
CDGM,H-K12,Stan,1.533589,55.469983,Schott,2.32E+00,-8.27E-03,1.30E-02,2.69E-04,-5.46E-06,6.24E-07,,1.535881,55.193,,1.5408493,,1.5311401,,1.540297628,,1.530678067,,,,,,,,,,,,,,
SUMITA,KF4,Stan,1.533576,51.570695,Schott,2.31E+00,-9.14E-03,1.27E-02,6.10E-04,-4.60E-05,3.20E-06,,1.536039,51.279,,1.5414121,,1.5309587,,1.540813072,,1.530466413,,,,,,,,,,,,,,
HOYA,BSC6,Obso,1.531128,62.075664,Schott,2.31E+00,-9.39E-03,1.12E-02,3.29E-04,-2.50E-05,1.52E-06,,1.533170,61.835,,1.5375512,,1.5289287,,1.537067455,,1.528511191,,,,,,,,,,,,,,
ZEON,ZEONEX_F52R_2016,Obso,1.534611,56.072141,Schott,2.31E+00,-4.23E-04,1.56E-02,-4.47E-04,1.04E-04,-5.55E-06,,1.536880,55.639,,1.5418752,,1.5322259,,1.541316458,,1.531781962,,,,,,,,,,,,,,
ZEON,ZEONEX_F52R_2017,Stan,1.534611,56.072141,Schott,2.31E+00,-4.23E-04,1.56E-02,-4.47E-04,1.04E-04,-5.55E-06,,1.536880,55.639,,1.5418752,,1.5322259,,1.541316458,,1.531781962,,,,,,,,,,,,,,
HOYA,CF4,Obso,1.533577,51.545117,Schott,2.31E+00,-7.86E-03,1.47E-02,-3.42E-06,4.44E-05,-1.82E-06,,1.536040,51.260,,1.5414124,,1.5309552,,1.540813185,,1.530461375,,,,,,,,,,,,,,
HIKARI,E-LLF2,Obso,1.54072,47.224817,Schott,2.31E+00,3.59E-03,2.64E-02,-2.86E-03,4.43E-04,-2.23E-05,,1.543441,46.941,,1.5494093,,1.5378323,,1.548740406,,1.537290312,,,,,,,,,,,,,,
NIKON-HIKARI,E-LLF2,Obso,1.54072,47.224817,Schott,2.31E+00,3.59E-03,2.64E-02,-2.86E-03,4.43E-04,-2.23E-05,,1.543441,46.941,,1.5494093,,1.5378323,,1.548740406,,1.537290312,,,,,,,,,,,,,,
HIKARI,LLF2,Obso,1.54072,47.224798,Schott,2.31E+00,3.59E-03,2.64E-02,-2.86E-03,4.43E-04,-2.23E-05,,1.543440,46.941,,1.5494092,,1.5378322,,1.548740267,,1.537290171,,,,,,,,,,,,,,
NIKON-HIKARI,LLF2,Obso,1.54072,47.224798,Schott,2.31E+00,3.59E-03,2.64E-02,-2.86E-03,4.43E-04,-2.23E-05,,1.543440,46.941,,1.5494092,,1.5378322,,1.548740267,,1.537290171,,,,,,,,,,,,,,
LZOS,LZ_BK4,Stan,1.530272,60.261133,Schott,2.31E+00,-9.01E-03,1.03E-02,8.32E-04,-1.03E-04,5.87E-06,,1.532374,60.002,,1.5368919,,1.5280193,,1.536393164,,1.527593457,,,,,,,,,,,,,,
CORNING,B29-77,Stan,1.528554,76.961514,Schott,2.31E+00,-5.71E-03,9.59E-03,1.45E-04,-5.14E-06,3.60E-07,,1.530194,76.562,,1.5337206,,1.5267956,,1.533330881,,1.526463006,,,,,,,,,,,,,,
CDGM,H-BAK1,Stan,1.530279,60.474448,Schott,2.31E+00,-8.73E-03,1.20E-02,1.60E-04,7.00E-06,-3.34E-07,,1.532370,60.205,,1.5368772,,1.5280346,,1.536378141,,1.527609359,,,,,,,,,,,,,,
NHG,H-BAK1,Obso,1.530282,60.46197,Schott,2.31E+00,-7.73E-03,1.30E-02,-1.16E-04,4.03E-05,-1.83E-06,,1.532373,60.204,,1.5368761,,1.5280333,,1.536377618,,1.527606986,,,,,,,,,,,,,,
